Edoovillage,Date created,Hubs,Needed (N),In transit (T),Delivered (D),Remaining (R = N-T-D),% Completed,Number of students,Status,Country,Completed
"Edoovillage #1816 - Ghana, Kansaworodo: Kansaworodo JHS Lab | Ghana Union Düsseldorf e.V.",2020-07-10,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),15,0,15,0,100,223,completed,Ghana,1
"Edoovillage #1817 - Ghana, Aboso: Aboso Catholic School | Ghana Union Düsseldorf e.V.",2020-07-10,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),16,0,16,0,100,600,completed,Ghana,1
"Edoovillage #1818 - Ghana, Aboso: Aboso Municipal Assembly School | Ghana Union Düsseldorf e.V.",2020-07-10,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),15,0,15,0,100,600,completed,Ghana,1
"Edoovillage #1819 - Ghana, Odumase: Suyani Dumase Promise School | Ghana Union Düsseldorf e.V.",2020-07-10,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),20,0,20,0,100,130,completed,Ghana,1
"Edoovillage #1820 - Ghana, Ajumako: Ajumako Ochiso Catholic Basic School | Ghana Union Düsseldorf e.V.",2020-07-10,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),15,0,15,0,100,800,completed,Ghana,1
"Edoovillage #1821 - Ghana, Suhum: Suhum Anglican Primary and JHS Schools | Ghana Union Düsseldorf e.V.",2020-07-10,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),39,0,39,0,100,1036,completed,Ghana,1
"Edoovillage #1822 - Ghana, Kumasi: Kumasi High Technical School | Ghana Union Düsseldorf e.V.",2020-07-10,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),51,0,51,0,100,5200,completed,Ghana,1
"Edoovillage #1823 - Ghana, Koforidua: Victory Vocational and Technical Institute | Ghana Union Düsseldorf e.V.",2020-07-10,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),15,0,15,0,100,150,completed,Ghana,1
"Edoovillage #1824 - Ghana, Ajumako: Ajumako Enyan Essiam District Directorate of Education | Ghana Union Düsseldorf e.V.",2020-07-10,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),15,0,15,0,100,1000,completed,Ghana,1
"Edoovillage #1825 - Ghana, Kumasi: Adankwame D/A Junior High School JHS | Ghana Union Düsseldorf e.V.",2020-07-10,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),20,0,20,0,100,259,completed,Ghana,1
"Edoovillage #1827 - Spain, Barcelona: Fundació Roure (COVID-19-CAT)",2020-07-10,Labdoo Hub Barcelona @I2CAT Campus Nord | Labdoo City Hub Sant Cugat  | Labdoo Hub - Acollida de persones refugiades a Catalunya (COVID-19-CAT),7,3,2,2,71,60,open,Spain,0
"Edoovillage #1826 - Belize, San Lazaro: Village Book Builders Inc",2020-07-12,Labdoo Hub Upper West - New York | Labdoo Hub California (South),15,0,6,9,40,200,open,Belize,0
"Edoovillage #1828 - Spain, Barcelona: Creu Roja Barcelona - Acollida a persones estrangeres COVID-19-CAT",2020-07-13,Labdoo Hub - Acollida de persones refugiades a Catalunya (COVID-19-CAT) | Labdoo Hub Barcelona @I2CAT Campus Nord,5,0,5,0,100,400,open,Spain,0
"Edoovillage #1829 - Spain, Barcelona: CEAR Comisión Española de Ayuda al Refugiado (COVID-19-CAT)",2020-07-13,Labdoo Hub - Acollida de persones refugiades a Catalunya (COVID-19-CAT) | Labdoo Hub Barcelona @I2CAT Campus Nord,25,0,18,7,72,1,open,Spain,0
"Edoovillage #1830 - Spain, Barcelona: Fundació Ficat (COVID-19-CAT)",2020-07-14,Labdoo Hub - Acollida de persones refugiades a Catalunya (COVID-19-CAT) | Labdoo City Hub Sant Cugat,5,0,5,0,100,35,open,Spain,0
"Edoovillage #1831 - Germany, Hamburg: Sammelprojekt Digitale Teilhabe | COVID-19-DE",2020-07-17,Labdoo Annahmestelle 21035 Hamburg - Bergedorf:  PC112 PCFeuerwehr GmbH [nach Absprache geöffnet] | Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),25,0,16,9,64,25,completed,Germany,1
"Edoovillage #1833 - Germany, Bremen: Sammelprojekt Digitale Teilhabe | COVID-19-DE",2020-07-17,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub) | Labdoo Annahmestelle 28215 Bremen (Hub),50,0,37,13,74,50,open,Germany,0
"Edoovillage #1836 - Germany, Berlin: Home Schooling Hilfe | Wadzeck Stiftung | COVID-19-DE",2020-07-18,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),7,0,7,0,100,7,completed,Germany,1
"Edoovillage #1837 - Germany, Oberhausen: Unterstützung der Oberhausener Tafel",2020-07-20,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),1,0,1,0,100,0,completed,Germany,1
"Edoovillage #1838 - Spain, Barcelona: Escola Professional Mare de Déu de Montserrat (COVID-19-CAT)",2020-07-22,Labdoo Hub Barcelona @I2CAT Campus Nord,15,0,15,0,100,95,open,Spain,0
"Edoovillage #1839 - Germany, Nordrhein-Westfalen: Sammelprojekt Digitale Teilhabe | COVID-19-DE",2020-07-23,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),750,9,592,149,80,750,completed,Germany,1
"Edoovillage #1840 - Germany, Köln: Endgeräte für Home Schooling | COVID-19-DE",2020-07-23,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),1,0,0,1,0,1,completed,Germany,1
"Edoovillage #1841 - Germany, Baden-Württemberg: Sammelprojekt Digitale Teilhabe | COVID-19-DE",2020-07-23,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),300,9,234,57,81,300,completed,Germany,1
"Edoovillage #1845 - Germany, Bayern: Sammelprojekt Digitale Teilhabe | COVID-19-DE",2020-07-23,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),300,6,279,15,95,300,completed,Germany,1
"Edoovillage #1842 - Germany, Schleswig-Holstein: Sammelprojekt Digitale Teilhabe | COVID-19-DE",2020-07-24,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),50,0,23,27,46,50,completed,Germany,1
"Edoovillage #1847 - Germany, Niedersachsen: Sammelprojekt Digitale Teilhabe | COVID-19-DE",2020-07-26,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),150,3,125,22,85,150,completed,Germany,1
"Edoovillage #1848 - Germany, Brandenburg: Sammelprojekt Digitale Teilhabe | COVID-19-DE",2020-07-27,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),100,1,63,36,64,100,completed,Germany,1
"Edoovillage #1849 - Germany, Thüringen: Sammelprojekt Digitale Teilhabe | COVID-19-DE",2020-07-27,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),150,4,116,30,80,150,completed,Germany,1
"Edoovillage #1850 - Germany, Sachsen: Sammelprojekt Digitale Teilhabe | COVID-19-DE",2020-07-27,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),150,4,125,21,86,150,completed,Germany,1
"Edoovillage #1851 - Swaziland,  NHLANGANO: Ekuthuleni High School | Donaly Malungu",2020-07-27,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),48,0,48,0,100,350,completed,Swaziland,1
"Edoovillage #1852 - Swaziland, Eswatini: Mlambo High School | Donaly Malungu",2020-07-27,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),41,0,41,0,100,350,completed,Swaziland,1
"Edoovillage #1853 - Western Sahara, undisclosed: Escuela de mujeres Saharahuis in Argelia",2020-07-28,Labdoo Annahmestelle 80804 München (Hub),8,0,8,0,100,0,open,Western Sahara,0
"Edoovillage #1854 - Greece, Moria, Lesbos: Labdoo Laptops for Lesbos | Wave of Hope",2020-07-28,Labdoo Annahmestelle 80804 München (Hub) | Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),70,16,30,24,65,4000,open,Greece,0
"Edoovillage #1798 - Germany, Mecklenburg-Vorpommern: Sammelprojekt Digitale Teilhabe | COVID-19-DE",2020-07-29,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),30,0,21,9,70,30,completed,Germany,1
"Edoovillage #1835 - Germany, Dietzenbach: Förder- und Kulturverein Dietzenbach eV | COVID-19-DE",2020-07-29,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),40,0,40,0,100,207,completed,Germany,1
"Edoovillage #1844 - Spain, Barcelona: Centre Català de Solidaritat, Fundació Privada (CECAS) (COVID-19-CAT)",2020-07-30,Labdoo Hub Barcelona @I2CAT Campus Nord,2,0,2,0,100,8,open,Spain,0
"Edoovillage #1846 - Spain, Barcelona: Associació Provivienda (COVID-19-CAT)",2020-07-30,Labdoo Hub - Acollida de persones refugiades a Catalunya (COVID-19-CAT),6,0,6,0,100,55,open,Spain,0
"Edoovillage #1855 - Germany, Bremen: BOSp Klasse - SZ Bördestrasse Bremen",2020-07-31,Labdoo Annahmestelle 28215 Bremen (Hub),5,0,5,0,100,16,completed,Germany,1
"Edoovillage #1856 - Germany, Rheinland-Pfalz: Sammelprojekt Digitale Teilhabe | COVID-19-DE",2020-08-01,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),125,5,115,5,96,125,open,Germany,0
"Edoovillage #1857 - Germany, Munich: Evangelische PflegeAkademie",2020-08-01,Labdoo Annahmestelle 80804 München (Hub),4,0,4,0,100,0,completed,Germany,1
"Edoovillage #1858 - Germany, München: Malteser Jobmentoring",2020-08-02,Labdoo Annahmestelle 80804 München (Hub),10,0,10,0,100,76,completed,Germany,1
"Edoovillage #1832 - Namibia, Otjiwarongo: Osire Secondary School | Donaly Malungu",2020-08-06,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),65,0,43,22,66,450,open,Namibia,0
"Edoovillage #987 - Uganda, Bukomansimbi: Global Social Network Uganda | Weltsichten",2020-08-07,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub) | Labdoo Annahmestelle 07338 Kaulsdorf: Axel Brümmer,50,0,22,28,44,2500,open,Uganda,0
"Edoovillage #1859 - Bolivia, Santa Cruz de la Sierra: Centro de Rehabilitación Santa Cruz Palmasola | Weltsichten",2020-08-08,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub) | Labdoo Annahmestelle 07338 Kaulsdorf: Axel Brümmer,20,0,10,10,50,30,open,Bolivia,0
"Edoovillage #1860 - Ghana, Ahenboboano EJURA : Out Of School Rural ICT Project OSRIP | Rural Smile Foundation",2020-08-08,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),4,0,4,0,100,500,completed,Ghana,1
"Edoovillage #1861 - Germany, Frankfurt am Main: IB Südwest Jugendmigrationsdienst | COVID-19-DE",2020-08-10,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),10,0,10,0,100,25,completed,Germany,1
"Edoovillage #1862 - Germany, Sachsen-Anhalt: Sammelprojekt Digitale Teilhabe | COVID-19-DE",2020-08-10,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),75,3,58,14,81,75,completed,Germany,1
"Edoovillage #1834 - Mexico, Tijuana: Rojo Gomez Church Learning Center (COVID-19-US)",2020-08-10,Labdoo Hub- Kingdom Builders Ministry,4,0,4,0,100,0,completed,Mexico,1
"Edoovillage #1863 - Brazil, Retiro Salvador: Global Social Brasil | Weltsichten",2020-08-14,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub) | Labdoo Annahmestelle 07338 Kaulsdorf: Axel Brümmer,40,0,39,1,97,32,open,Brazil,0
"Edoovillage #1864 - Bolivia, Islas del Palmar: Plataforma Solidaria | Weltsichten",2020-08-17,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub) | Labdoo Annahmestelle 07338 Kaulsdorf: Axel Brümmer,25,0,15,10,60,8,open,Bolivia,0
"Edoovillage #1865 - Bolivia, Santa Cruz de la Sierra: Fundacion Sindrome de Down | Weltsichten",2020-08-17,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub) | Labdoo Annahmestelle 07338 Kaulsdorf: Axel Brümmer,10,0,5,5,50,140,open,Bolivia,0
"Edoovillage #1866 - Senegal, Senegal: Journalist*innen Schule | SenGermany eV | Jappoo NRW eV",2020-08-18,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),70,0,70,0,100,96,completed,Senegal,1
"Edoovillage #1867 - Germany, Frankfurt am Main: Niedrigschwellige Computerkurse für Erwerbslose und Arme | Bistum Limburg",2020-08-20,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),6,0,6,0,100,7,completed,Germany,1
"Edoovillage #1779 - Peru, Arequipa: Asociación Hogar de Cristo Arequipa",2020-08-27,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),20,4,3,13,35,60,open,Peru,0
"Edoovillage #1843 - Turkey, Midyat / Mardin: Schwester Hatune Foundation | Save Our Souls 1915 eV",2020-08-29,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),10,0,10,0,100,15,completed,Turkey,1
"Edoovillage #1868 - Togo, Vogan: Computer center for pupils education Vo-Koutimé",2020-09-02,Labdoo Hub Leuven,43,0,0,43,0,1391,open,Togo,0
"Edoovillage #1869 - Germany, Berlin: Youth Power Germany eV | COVID-19-DE",2020-09-02,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub) | Labdoo Annahmestelle 12051 Berlin: Wertraum | Die Wille gGmbH,10,0,10,0,100,9,completed,Germany,1
"Edoovillage #1870 - Bolivia, Santa Cruz de la Sierra: Orquesta Sinfónica Juvenil OSJ / SCZ | Weltsichten",2020-09-04,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub) | Labdoo Annahmestelle 07338 Kaulsdorf: Axel Brümmer,5,0,1,4,20,35,open,Bolivia,0
"Edoovillage #1871 - United States, Minneapolis: Planting People Growing Justice Leadership Institute | COVID-19-US",2020-09-07,Labdoo Hub Upper West - New York,10,0,8,2,80,12,open,United States,0
"Edoovillage #986 - Germany, Fürth: Workshops und Weiterbildungsmaßnahmen im Nerdberg",2020-09-09,Labdoo Annahmestelle 90402 Nürnberg (Hub),20,0,20,0,100,15,completed,Germany,1
"Edoovillage #1872 - Mexico, Guanajuato: Ayuda a homescholing para familias en Guanajuato",2020-09-12,Labdoo Annahmestelle 80804 München (Hub),20,0,9,11,45,20,open,Mexico,0
"Edoovillage #1873 - Ghana, Bogoso: St. Michael’s Lab | Ghana Union Düsseldorf e.V.",2020-09-15,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),36,0,35,1,97,200,completed,Ghana,1
"Edoovillage #1874 - Congo (Kinshasa), Kinshasa: Institut de Yolo | Donaly Malungu",2020-09-16,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),79,1,78,0,100,1230,completed,Congo (Kinshasa),1
"Edoovillage #1875 - India, Newdelhi: Steps Home",2020-09-17,Labdoo Hub New Delhi,10,0,0,10,0,22,open,India,0
"Edoovillage #1876 - Brazil, Manaus: Associação Mães Unidas Pelo Autismo | Amazonia für die Welt eV",2020-09-20,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),10,0,3,7,30,50,open,Brazil,0
"Edoovillage #1877 - Zambia, Loloma: Kaula Secondary School | Sambia eV",2020-09-21,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),31,0,10,21,32,249,open,Zambia,0
"Edoovillage #1878 - Kenya, Utange Mombasa: Barnabas Children Center | Weltsichten",2020-09-21,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub) | Labdoo Annahmestelle 07338 Kaulsdorf: Axel Brümmer,25,0,0,25,0,500,open,Kenya,0
"Edoovillage #1879 - Germany, Bonn: Ausbildung statt Abschiebung AsA eV | COVID-19-DE",2020-09-21,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),14,0,14,0,100,185,completed,Germany,1
"Edoovillage #1880 - Spain, Barcelona: Centre Ocupacional Taller Sant Camil COVID-19-CAT",2020-09-23,Labdoo City Hub Sant Cugat  | Labdoo Hub Barcelona @I2CAT Campus Nord,26,0,26,0,100,75,open,Spain,0
"Edoovillage #1881 - Spain, Montcada i Reixac: PFI Institut La Ferreria COVID-19-CAT",2020-09-26,Labdoo City Hub Sant Cugat ,6,0,3,3,50,23,open,Spain,0
"Edoovillage #1882 - Spain, Sant Cugat del Vallès: Escola la Floresta COVID-19-CAT",2020-09-26,Labdoo City Hub Sant Cugat ,15,0,15,0,100,226,open,Spain,0
"Edoovillage #1883 - Spain, Barcelona: Centro Materno Infantil Eixample  / COVID-19-CAT",2020-09-27,Labdoo City Hub Sant Cugat ,4,0,4,0,100,36,open,Spain,0
"Edoovillage #1884 - Spain, Girona: Centre d’acollida OIKIA (COVID-19-CAT)",2020-09-29,Labdoo Hub Girona - Avgda Lluís Pericot,16,0,9,7,56,40,open,Spain,0
"Edoovillage #1885 - Burkina Faso, Dedougou: Creuset d´Eveil Burkina Kinderhaus",2020-09-29,Labdoo Annahmestelle 90402 Nürnberg (Hub),60,0,21,39,35,60,open,Burkina Faso,0
"Edoovillage #1886 - Spain, Madrid: Departamento Servicios Sociales Distrito Retiro (covid-19)",2020-09-30,Labdoo Hub Madrid - IES Clara del Rey,1,0,2,0,100,1,completed,Spain,1
"Edoovillage #1887 - Spain, Lleida: Centro CREI Intress / COVID-19-CAT",2020-10-01,Labdoo City Hub Sant Cugat ,5,0,0,5,0,24,open,Spain,0
"Edoovillage #1888 - Spain, Barcelona: Institut Emperador Carles (COVID-19-CAT)",2020-10-05,Labdoo Hub Barcelona @I2CAT Campus Nord | Labdoo City Hub Sant Cugat,34,0,34,0,100,630,open,Spain,0
"Edoovillage #1889 - Romania, Cidreag: BuKi Asociatia Pentru Ajutorarea copiilor Din Estul Europei | Hilfe für Kinder in Osteuropa eV",2020-10-06,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),10,0,4,6,40,40,completed,Romania,1
"Edoovillage #1890 - Angola, Mbanza Kongo: Instituto Politechnico do Tuku | ANVE | Donaly Malungu",2020-10-07,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),70,0,70,0,100,1300,completed,Angola,1
"Edoovillage #1891 - Spain, Lleida: Creu Roja Lleida - Acollida a persones estrangeres COVID-19-CAT",2020-10-07,Labdoo Hub - Acollida de persones refugiades a Catalunya (COVID-19-CAT),3,0,0,3,0,3,open,Spain,0
"Edoovillage #1892 - Greece, Athens: Edoovillage #1854 - Greece, Athens - Lesbos - Samos: Labdoo Laptops for Refugees",2020-10-10,Labdoo Annahmestelle 80804 München (Hub),100,6,177,0,100,5000,open,Greece,0
"Edoovillage #1893 - Greece, Athens: Greece, Athens: Laptops, Tablets and Phones for Ankaa Projekt",2020-10-10,Labdoo Annahmestelle 80804 München (Hub),16,0,17,0,100,200,open,Greece,0
"Edoovillage #1894 - Uganda, Jinja City: Trybe Plastic Recycling and Upcycling",2020-10-10,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),4,2,2,0,100,30,completed,Uganda,1
"Edoovillage #1895 - Spain, Madrid: IES Villablanca School (Covid-19)",2020-10-14,Labdoo School Hub Madrid - IES Villablanca,5,0,0,5,0,0,open,Spain,0
"Edoovillage #1896 - Mauritania, Tidjikja: Tidjikja Schule | HelpInNeed",2020-10-14,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),9,0,9,0,100,300,completed,Mauritania,1
"Edoovillage #1897 - Namibia, Swakopmund: DRC School Project | Tangeni Shilongo Namibia eV",2020-10-15,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),8,0,8,0,100,120,open,Namibia,0
"Edoovillage #1898 - Spain, Madrid: CEIP Martínez Montañés",2020-10-19,Labdoo Hub Madrid - IES Clara del Rey | Labdoo Hub Madrid - Indra,30,0,30,0,100,218,completed,Spain,1
"Edoovillage #1899 - Germany, Duisburg: Livingroom - help youth grow eV | COVID-19-DE",2020-10-21,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),2,0,2,0,100,70,completed,Germany,1
"Edoovillage #1900 - Burkina Faso, Ouargaye: Lycée Provincial du Koulpélogo | BUSPAD eV",2020-10-22,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),30,0,10,20,33,1000,open,Burkina Faso,0
"Edoovillage #1901 - Germany, Hamburg: 5. Hamburger Frauenhaus eV",2020-10-22,Labdoo Annahmestelle 21035 Hamburg - Bergedorf:  PC112 PCFeuerwehr GmbH [nach Absprache geöffnet],1,0,1,0,100,1,completed,Germany,1
"Edoovillage #1902 - Germany, Dortmund: Kommunales Integrationszentrum Dortmund",2020-10-26,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub) | Labdoo Annahmestelle 44263 Dortmund (Hub),15,0,15,0,100,15,completed,Germany,1
"Edoovillage #1903 - Germany, München: Global Shapers Munich | COVID-19-DE",2020-10-27,Labdoo Annahmestelle 80804 München (Hub),5,0,5,0,100,10,completed,Germany,1
"Edoovillage #1904 - Spain, Granollers: Escola Pia de Granollers",2020-10-27,Labdoo School Hub Granollers - Escola Pia | Labdoo City Hub Sant Cugat ,20,0,2,18,10,900,open,Spain,0
"Edoovillage #1905 - Spain, Sant Cugat del Vallès: Fundació MAIN UEC COVID-19-CAT",2020-10-29,Labdoo City Hub Sant Cugat ,4,0,4,0,100,30,open,Spain,0
"Edoovillage #1906 - Austria, Rankweil: Mittelschule Rankweil West",2020-10-29,Labdoo Hub Salzburg | Labdoo Hub Vorarlberg,2,0,0,2,0,1,open,Austria,0
"Edoovillage #1907 - Spain, Madrid: Niños conectados para aprender",2020-10-30,Grassroots,3,0,3,0,100,20,completed,Spain,1
"Edoovillage #1908 - Spain, Barcelona: Colombia Conecta - Consulado General de Colombia  (COVID-19-CAT)",2020-10-30,Labdoo Hub Terrassa - Paisalanes,31,4,21,6,80,20,open,Spain,0
"Edoovillage #1909 - Ecuador, Quito:  Kolpingfamilien |  MediaMundo eV",2020-10-30,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),15,0,2,13,13,15,open,Ecuador,0
"Edoovillage #1910 - Philippines, Angeles City: Jordi Project for a Better Paradise",2020-11-02,Labdoo Hub CEWS (Corporate eWaste Solutions),10,0,0,10,0,90,open,Philippines,0
"Edoovillage #1911 - Congo (Kinshasa), Kinshasa: Orphelinat Père Monti | Donaly Malungu",2020-11-02,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),62,0,62,0,100,215,completed,Congo (Kinshasa),1
"Edoovillage #1912 - Spain, Sant Cugat del Vallès: CFA Sant Cugat del Vallès (COVID-19-CAT)",2020-11-02,Labdoo City Hub Sant Cugat ,8,0,6,2,75,400,open,Spain,0
"Edoovillage #1913 - Sierra Leone, Port Loko: Children's Education Development Organization Sierra Leone",2020-11-02,Labdoo Hub Barcelona @LaSalle,15,0,0,15,0,250,open,Sierra Leone,0
"Edoovillage #1914 - Spain, Sant Cugat del Vallès: Escola Fusió Música i Dansa (COVID-19-cat)",2020-11-03,Labdoo City Hub Sant Cugat ,0,0,0,0,0,400,completed,Spain,1
"Edoovillage #1915 - Germany, Dietzenbach: DIGITOL Digital Inclusion for older people / Intergenerational synergies for the active participation on society",2020-11-04,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),15,0,15,0,100,15,completed,Germany,1
"Edoovillage #1916 - Spain, Málaga: CEIP Maria de la O - Asperones (COVID-19)",2020-11-04,Labdoo Hub Malaga - Asociación Chavorrillos Asperones UMA,100,66,15,19,81,100,open,Spain,0
"Edoovillage #1917 - Congo (Kinshasa), Ville de Kikwit: ANA A NOUS L’AVENIR",2020-11-08,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),25,0,25,0,100,30,completed,Congo (Kinshasa),1
"Edoovillage #1918 - Spain, Sant Cugat del Vallès: Escola Jaume Ferran i Clua  Valldoreix (COVID-19-CAT)",2020-11-10,Labdoo City Hub Sant Cugat ,7,0,7,0,100,450,open,Spain,0
"Edoovillage #1919 - Spain, Sant Cugat del Vallès: Escola Ciutat d'Alba COVID-19-CAT",2020-11-11,Labdoo City Hub Sant Cugat ,1,0,1,0,100,486,open,Spain,0
"Edoovillage #1920 - Cameroon, Douala: FACP - FEMMES EN ACTION CONTRE LA PAUVRETE",2020-11-11,Labdoo School Hub - Agora Sant Cugat International,20,0,0,20,0,56,open,Cameroon,0
"Edoovillage #1921 - Morocco, Agadir: Dar Si Hmad pour le Developpement, l'Education et la Culture",2020-11-11,Labdoo City Hub Sant Cugat ,20,0,10,10,50,158,open,Morocco,0
"Edoovillage #1922 - Zambia, Loloma: Sammelprojekt | Sambia eV",2020-11-14,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),50,11,45,0,100,50,completed,Zambia,1
"Edoovillage #1923 - Spain, Sant Cugat del Vallès: Escola l'Olivera (COVID-19-CAT)",2020-11-16,Labdoo City Hub Sant Cugat ,30,0,30,0,100,481,open,Spain,0
"Edoovillage #1924 - Romania, Saniob: Village school close to Saniob",2020-11-17,Labdoo Hub Salzburg,20,0,18,2,90,60,open,Romania,0
"Edoovillage #1925 - Spain, Banyoles: Banyoles",2020-11-18,Banyoles City Hub,10,1,50,0,100,0,open,Spain,0
